Brief Name,Client,Shortlisted Agency,Agency Skills,Agency Industries,Service Description,Agency Description,Agency services,Other Services,Vision,Industry Experience,Agency Locations,Brief Region,Status,Winning Agency,Number of Agencies Shortlisted Brief,Client_WA_Interaction,Project extension with same agency,Client selected agency themselves from marketplace,Right geography / time zone,Strong skill set match,Deep / relevant sector expertise,Good cultural fit,Right price level,Strong track record,Match Score,Lead_George Patten,Lead_Gideon Hyde,Lead_Hannah Fraser,Lead_Kate Walker,Lead_Paul Bowman,Lead_Peter Sayburn,Lead_Phil Kohler,Lead_Robin Scarborough,Sub Brief Taxonomy,Main Brief Taxonomy
Brand refresh,MA Financial Group,Houston Group,"(Customer_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Brand_Design), (Graphic_Design), (Spatial_Design), (Brand_Strategy), (Employee_Experience), (EVP_/_Employer_Branding), (Purpose), (Values_&_Culture), (Purpose), (Values_&_Culture)",(B2B),We’re a strategic brand & design agency defining some of Australia’s most iconic brands.,We’re a strategic brand & design agency defining some of Australia’s most iconic brands.,"(Brand_Strategy), (Creative_&_Production)","(Naming), (Brand_Architecture), (Placemaking), (Environments), (Brand_Identity), (Brand_Management), (Communications), (Brand_Tone_of_Voice)",,,Australia,australia,Started,Houston Group,1,1.0,0,0.0,1,1,1,1,1,1,0.9302325581395348,0,0,0,1,0,0,0,0,"(Brand_Strategy), (Brand_Design)","(Advertising_Brand & Creative), (Experience & Design)"
CMS implementation and website redesign (Discover),MA Financial Group,PALO IT,"(Product_Strategy), (Qualitative_Research), (Quantitative_Research), (Customer_Experience_Design), (Graphic_Design), (Service_Design), (UX_/_UI_Design), (AR_/_VR), (Artificial_Intelligence), (Blockchain_/_Web_3), (eCommerce_&_Marketplaces), (Mobile_App_Development), (Software_Development), (Web_Development)",(Financial_Services),Global tech innovation and Agile software development company,Shaping the future with exponential technology,"(UX/UI_Design), (Software_Development), (B_Corp)",,Help organisations embrace tech as a force for good,"Banking & Finance,Insurance,NGO,Retail,Automotive,Telecoms,Tourism,Government,Healthcare",Australia,australia,Archived,PALO IT,2,3.0,0,0.0,1,1,1,1,0,1,0.7906976744186045,0,0,0,0,0,0,0,1,(Web_Development),(Tech & Development)
CMS implementation and website redesign (Discover),MA Financial Group,IE,"(Experience_Strategy), (Product_Strategy), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_&_UI_Design), (CMS_/_DXP), (Mobile_App_Development), (Software_Development), (Web_Development), (SEO_/_SEM)",(B2B),We support businesses to build digital products.,"We advise leaders on product strategy, technology, customer experience, data analytics, and agile delivery.","(Strategic_Design), (UX/UI_Design), (Software_Development)",,"Together we will grow, evolve, and nurture your idea into a digital product that wows customers, scales profitably, and creates competitive advantage.","Automotive,Tourism,Energy,Public Sector,Retail",Australia,australia,Archived,PALO IT,2,3.0,0,0.0,0,1,0,1,0,1,0.4651162790697674,0,0,0,0,0,0,0,1,(Web_Development),(Tech & Development)
Drive Footfall and Participation at Events,Momentum GB,Dupree International,"(Business_Strategy), (Digital_Strategy), (Growth_&_Innovation_Strategy), (Qualitative_Research), (Quantitative_Research), (Brand_Design), (Graphic_Design), (Web_Development), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Corporate_Communications), (Digital_Performance_Marketing), (Events), (Experiential_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (PR), (SEO_/_SEM), (Social_&_Influencer_Marketing), (EVP_/_Employer_Branding), (Internal_Communications), (Purpose), (Values_&_Culture)","(Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Government), (Grocery), (Healthcare), (Hospitality), (Industry_Associations), (Manufacturing), (Not-for-Profit), (Oil), (Gas), (and_Mining), (Pharmaceutical), (Professional_Services), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Travel_and_Tourism), (Utilities), (Scale-up), (Start-up)",Strategic & Creative Brand Development Agency,Strategic & Creative Brand Development Agency,"(Brand_Strategy), (Creative_&_Production), (Social_&_Content), (Public_Relations)","(marketing_planning), (photography_&_video), (event_design), (website_development), (digital_marketing), (media_buying), (advertising)",,,United Kingdom,australia,Matching,unknown,3,1.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,1,0,0,0,0,0,0,0,"(Spatial_Design), (Events)","(Experience & Design), (Media_Public Relations & Events)"
Drive Footfall and Participation at Events,Momentum GB,Heur,"(Business_Strategy), (CRM_Strategy), (Customer_Strategy), (Data_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Sustainability_Strategy), (Customer_Data_Platforms), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (Future_Trends), (MarTech_Consulting), (Qualitative_Research), (Quantitative_Research), (Research_Tools), (ROl_Optimisation), (Segmentation), (Customer_Experience_Design), (Proposition_Design), (UX_/_UI_Design), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Digital_Performance_Marketing), (Experiential_Marketing), (Media_Buying), (Media_Strategy_&_Planning), (PR), (SEO_/_SEM), (Shopper_/_PoS_marketing), (Social_&_Influencer_Marketing)","(Alcoholic_Beverages), (Beauty), (Fashion), (FMCG), (Food_and_Beverage_Services), (Retail), (Scale-up), (Start-up)",Ecommerce Growth ,We grow business through holistic end-to-end strategy and supporting channel activations,"(Marketing_Planning), (Social_&_Content), (Digital_Marketing)","(Email_&_CRM), (Commercial_forecasting), (Audits_&_Due_Diligence), (Holistic_Ecommerce_Growth)",We are brand and e-commerce growth,"Retail,Fashion,Consulting,Rewards Programmes",United Kingdom,australia,Matching,unknown,3,1.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,1,0,0,0,0,0,0,0,"(Spatial_Design), (Events)","(Experience & Design), (Media_Public Relations & Events)"
Drive Footfall and Participation at Events,Momentum GB,Innovate Live,"(Customer_Experience_Design), (Spatial_Design), (UX_/_UI_Design), (AR_/_VR), (Blockchain_/_Web_3), (Mobile_App_Development), (Software_Development), (Web_Development), (Advertising), (Creative_Production), (Digital_Campaign_Development), (Video_Production), (Events), (Experiential_Marketing), (Internal_Communications), (Learning_&_Development)",(Entertainment),Bespoke Technical Solutions,Bespoke Technical Solutions,"(Creative_&_Production), (Software_Development), (Digital_Marketing)",,,,United Kingdom,australia,Matching,unknown,3,1.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,1,0,0,0,0,0,0,0,"(Spatial_Design), (Events)","(Experience & Design), (Media_Public Relations & Events)"
Experiment capability & 2x prop experiments,News Corp (Aus),How To Impact,"(Experience_Strategy), (Growth_&_Innovation_Strategy), (Brand_Design), (Customer_Experience_Design), (Proposition_Design), (Service_Design)","(Alcoholic_Beverages), (Beauty), (Education), (Entertainment), (FMCG), (Grocery), (Healthcare), (Manufacturing), (Not-for-Profit), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Scale-up)",Strategic Design & Innovation Consultancy,Strategic Design & Innovation Consultancy,"(Research_&_Insight), (Proposition_Design), (Strategic_Design)",(Innovation_Training),,Healthcare,"Australia, United States",australia,Started,How To Impact,2,1.0,0,0.0,1,1,1,1,1,1,0.9302325581395348,0,0,0,0,0,0,0,1,(Proposition_Design),(Experience & Design)
Experiment capability & 2x prop experiments,News Corp (Aus),IE,"(Experience_Strategy), (Product_Strategy), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_&_UI_Design), (CMS_/_DXP), (Mobile_App_Development), (Software_Development), (Web_Development), (SEO_/_SEM)",(B2B),We support businesses to build digital products.,"We advise leaders on product strategy, technology, customer experience, data analytics, and agile delivery.","(Strategic_Design), (UX/UI_Design), (Software_Development)",,"Together we will grow, evolve, and nurture your idea into a digital product that wows customers, scales profitably, and creates competitive advantage.","Automotive,Tourism,Energy,Public Sector,Retail",Australia,australia,Started,How To Impact,2,1.0,0,0.0,0,1,0,1,1,1,0.6046511627906975,0,0,0,0,0,0,0,1,(Proposition_Design),(Experience & Design)
Ford Everest Campaign Microsite,News Corp (Aus),Helium,,,,,,,,,,australia,Brief Abandoned,unknown,1,1.0,0,0.0,1,1,1,1,0,1,0.7906976744186045,0,0,0,1,0,0,0,0,"(User_Experience/User_Interface_Design), (Web_Development)","(Experience & Design), (Tech & Development)"
Company Director Podcast Series,News Corp (Aus),Ampel,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Brand_Design), (Customer_Experience_Design), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Audio_Production), (Editing), (TV_Production), (Video_Production), (Corporate_Communications), (Events), (Change_Management), (Employee_Experience), (EVP_/_Employer_Branding), (Internal_Communications), (Learning_&_Development), (Purpose), (Values_&_Culture), (Recruitment_Campaigns)","(Healthcare), (Pharmaceutical), (Technology), (Information_and_Media)",Podcast creative and production agency,Podcast creative and production agency,(Creative_&_Production),(Audio_Creative),,,Australia,australia,Contracting,Ampel,1,1.0,0,0.0,1,1,1,1,1,1,0.9302325581395348,0,0,0,1,0,0,0,0,(Audio_Production),(Production Services)
Premium meal planning app,News Corp (Aus),How To Impact,"(Experience_Strategy), (Growth_&_Innovation_Strategy), (Brand_Design), (Customer_Experience_Design), (Proposition_Design), (Service_Design)","(Alcoholic_Beverages), (Beauty), (Education), (Entertainment), (FMCG), (Grocery), (Healthcare), (Manufacturing), (Not-for-Profit), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Scale-up)",Strategic Design & Innovation Consultancy,Strategic Design & Innovation Consultancy,"(Research_&_Insight), (Proposition_Design), (Strategic_Design)",(Innovation_Training),,Healthcare,"Australia, United States",australia,Brief Abandoned,unknown,3,1.0,0,0.0,1,1,1,1,1,1,0.9302325581395348,0,0,0,0,0,0,0,1,(Proposition_Design),(Experience & Design)
Premium meal planning app,News Corp (Aus),IE,"(Experience_Strategy), (Product_Strategy), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_&_UI_Design), (CMS_/_DXP), (Mobile_App_Development), (Software_Development), (Web_Development), (SEO_/_SEM)",(B2B),We support businesses to build digital products.,"We advise leaders on product strategy, technology, customer experience, data analytics, and agile delivery.","(Strategic_Design), (UX/UI_Design), (Software_Development)",,"Together we will grow, evolve, and nurture your idea into a digital product that wows customers, scales profitably, and creates competitive advantage.","Automotive,Tourism,Energy,Public Sector,Retail",Australia,australia,Brief Abandoned,unknown,3,1.0,0,0.0,0,1,0,1,1,1,0.6046511627906975,0,0,0,0,0,0,0,1,(Proposition_Design),(Experience & Design)
Premium meal planning app,News Corp (Aus),Tobias,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (New_Venture_Strategy), (Product_Strategy), (Future_Trends), (Qualitative_Research), (Quantitative_Research), (Brand_Design), (Customer_Experience_Design), (Proposition_Design), (Service_Design), (UX_/_UI_Design), (Artificial_Intelligence), (Software_Development), (Web_Development), (Brand_Strategy), (Employee_Experience), (EVP_/_Employer_Branding), (Learning_&_Development), (Purpose), (Values_&_Culture)","(Education), (Financial_Services), (Government), (Healthcare), (Not-for-Profit), (Professional_Services), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Scale-up), (Start-up)",Human Centered Design,Tobias is an award-winning Strategic Design and Innovation  Consultancy,"(Strategic_Design), (Proposition_Design), (Research_&_Insight)",,"We use human-centred design to help organisations create strategies, products and services that drive value and positive change.","Health,Financial Services,Government,Education,Transport",Australia,australia,Brief Abandoned,unknown,3,1.0,0,0.0,1,1,1,0,1,1,0.7906976744186045,0,0,0,0,0,0,0,1,(Proposition_Design),(Experience & Design)
Acuity Magazine Podcast Series,News Corp (Aus),Ampel,"(Business_Strategy), (Customer_Strategy), (Digital_Strategy), (Experience_Strategy), (Brand_Design), (Customer_Experience_Design), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Audio_Production), (Editing), (TV_Production), (Video_Production), (Corporate_Communications), (Events), (Change_Management), (Employee_Experience), (EVP_/_Employer_Branding), (Internal_Communications), (Learning_&_Development), (Purpose), (Values_&_Culture), (Recruitment_Campaigns)","(Healthcare), (Pharmaceutical), (Technology), (Information_and_Media)",Podcast creative and production agency,Podcast creative and production agency,(Creative_&_Production),(Audio_Creative),,,Australia,australia,Matching,unknown,1,1.0,0,0.0,1,1,1,1,1,1,0.9302325581395348,0,0,0,1,0,0,0,0,(Audio_Production),(Production Services)
MR-Lovisa Instagram Filters,News Corp (Aus),Five by Five Global,"(Customer_Strategy), (Digital_Strategy), (Qualitative_Research), (Brand_Design), (Graphic_Design), (UX_/_UI_Design), (AR_/_VR), (Web_Development), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Digital_Performance_Marketing), (Events), (Experiential_Marketing), (PR), (Shopper_/_PoS_marketing), (Social_&_Influencer_Marketing)","(Alcoholic_Beverages), (Entertainment), (Financial_Services), (Gaming), (Industry_Associations), (Pharmaceutical), (Technology), (Information_and_Media), (Telecommunications), (Scale-up), (Start-up)",Creative Problem Solvers,Creative Problem Solvers,"(Brand_Strategy), (Creative_&_Production), (Social_&_Content)","(Public_Relations), (Events), (Digital_development)",,,"Australia, United Kingdom, United States",australia,Matching,unknown,2,1.0,0,0.0,0,1,1,0,0,1,0.5581395348837208,0,0,0,1,0,0,0,0,(Creative_Production),(Advertising_Brand & Creative)
MR-Lovisa Instagram Filters,News Corp (Aus),SLIK,"(Digital_Strategy), (Experience_Strategy), (Loyalty_Strategy), (Data_Visualisation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (UX_/_UI_Design), (AR_/_VR), (MarTech_Implementation), (Mobile_App_Development), (Software_Development), (Web_Development), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Digital_Performance_Marketing)","(Alcoholic_Beverages), (Financial_Services), (FMCG), (Grocery), (Not-for-Profit), (Telecommunications), (Travel_and_Tourism), (Start-up)",We push creativity further. Building digital experiences for a new age.,We push creativity further. Building digital experiences for a new age.,"(Creative_&_Production), (UX/UI_Design), (Social_&_Content)",(Creative_Technology),,,Australia,australia,Matching,unknown,2,1.0,0,0.0,0,1,0,0,0,1,0.3255813953488372,0,0,0,1,0,0,0,0,(Creative_Production),(Advertising_Brand & Creative)
Video Content,Oxford Properties,Shoreditch Design Studio,"(Brand_Design), (UX_&_UI_Design), (Mobile_App_Development), (Brand_Strategy), (Video_Production)",(B2B),The creative agency for your next big thing,The creative agency for your next big thing,"(Strategic_Design), (UX/UI_Design)","(Product_Design), (Print_Design), (Animation), (Illustration)","We create high quality digital design for businesses. UI, UX, branding, illustration, mobile design and more. You talk directly to designers who will turn your expectations into reality at speed.","Automotive,Fitness,Health,Insurance,Fintech,Tech,Retail","Australia, United Kingdom, United States",united kingdom,Brief Abandoned,unknown,1,1.0,0,0.0,0,0,0,0,1,0,0.1395348837209302,0,0,0,0,1,0,0,0,"(Video_Production), (Animation)","(Production Services), (Advertising_Brand & Creative)"
Front End Web Design,Oxford Properties,Shoreditch Design Studio,"(Brand_Design), (UX_&_UI_Design), (Mobile_App_Development), (Brand_Strategy), (Video_Production)",(B2B),The creative agency for your next big thing,The creative agency for your next big thing,"(Strategic_Design), (UX/UI_Design)","(Product_Design), (Print_Design), (Animation), (Illustration)","We create high quality digital design for businesses. UI, UX, branding, illustration, mobile design and more. You talk directly to designers who will turn your expectations into reality at speed.","Automotive,Fitness,Health,Insurance,Fintech,Tech,Retail","Australia, United Kingdom, United States",united kingdom,Started,Shoreditch Design Studio,3,1.0,0,0.0,0,1,0,0,1,0,0.3720930232558139,0,0,0,0,1,0,0,0,(User_Experience/User_Interface_Design),(Experience & Design)
Front End Web Design,Oxford Properties,Akcelo,"(Business_Strategy), (CRM_Strategy), (Customer_Strategy), (Data_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Customer_Data_Platforms), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (Future_Trends), (MarTech_Consulting), (Qualitative_Research), (Quantitative_Research), (Research_Tools), (ROl_Optimisation), (Segmentation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (Service_Design), (Spatial_Design), (UX_/_UI_Design), (CMS_/_DXP), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Mobile_App_Development), (Software_Development), (Web_Development), (Advertising), (Brand_Strategy), (Social_Media), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Video_Production), (Events), (Experiential_Marketing), (PR), (Shopper_/_PoS_marketing), (Social_&_Influencer_Marketing), (EVP_/_Employer_Branding), (Purpose), (Values_&_Culture), (Recruitment_Campaigns)","(Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Healthcare), (Industry_Associations), (QSR_(Quick_Service_Restaurant)), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Travel_and_Tourism), (Scale-up)",We build brands for  the experience era.,We build brands for  the experience era.,"(UX/UI_Design), (Social_&_Content), (CRM_&_Loyalty)",,,,"Australia, United Kingdom, United States",united kingdom,Started,Shoreditch Design Studio,3,1.0,0,0.0,1,1,0,0,0,1,0.4186046511627906,0,0,0,0,1,0,0,0,(User_Experience/User_Interface_Design),(Experience & Design)
Front End Web Design,Oxford Properties,xDesign,"(Business_Strategy), (Customer_Strategy), (Data_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Sustainability_Strategy), (Customer_Data_Platforms), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (Future_Trends), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Proposition_Design), (Service_Design), (Spatial_Design), (UX_/_UI_Design), (AR_/_VR), (Artificial_Intelligence), (Blockchain_/_Web_3), (CMS_/_DXP), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Mobile_App_Development), (Software_Development), (Web_Development), (Change_Management), (Employee_Experience), (EVP_/_Employer_Branding), (Internal_Communications), (Learning_&_Development), (Purpose), (Values_&_Culture), (Recruitment_Campaigns)","(Administrative_and_Support_Services), (Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Fashion), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Gaming), (Government), (Grocery), (Healthcare), (Hospitality), (Industry_Associations), (Manufacturing), (Not-for-Profit), (Oil), (Gas), (and_Mining), (Pharmaceutical), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Transportation), (Logistics), (Supply_Chain_and_Storage), (Travel_and_Tourism), (Utilities), (Scale-up), (Start-up)",Software Engineering Agency,We accelerate global brands digital product delivery.,(Software_Development),"(Software_Engineering), (Mobile_App_Development), (Web_App_Development)",,,"United Kingdom, United States",united kingdom,Started,Shoreditch Design Studio,3,1.0,0,0.0,0,1,0,0,0,0,0.2325581395348837,0,0,0,0,1,0,0,0,(User_Experience/User_Interface_Design),(Experience & Design)
Website copy,Oxford Properties,Reed Words,"(Brand_Strategy), (Copywriting), (Corporate_Communications), (EVP_/_Employer_Branding), (Internal_Communications), (Purpose), (Values_&_Culture)","(Administrative_and_Support_Services), (Alcoholic_Beverages), (Automotive), (Beauty), (Construction), (Education), (Entertainment), (Financial_Services), (FMCG), (Food_and_Beverage_Services), (Grocery), (Healthcare), (Hospitality), (Industry_Associations), (Not-for-Profit), (Pharmaceutical), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Real_Estate), (Retail), (Technology), (Information_and_Media), (Telecommunications), (Travel_and_Tourism), (Utilities), (Scale-up), (Start-up)",Verbal branding and copy writing ,We make brands and business stronger through language.,"(Marketing_Planning), (Social_&_Content)","(Copywriting), (Naming), (Tone_of_Voice), (Brand_Voice), (Verbal_Identity)",Making Brands and Businesses Stronger Through Words,"FMCG,Retail,Non-Profit","United Kingdom, United States",united kingdom,Started,Reed Words,3,1.0,0,0.0,0,1,0,0,1,0,0.3720930232558139,0,0,0,0,1,0,0,0,"(Copywriting), (Proposition_Design)","(Advertising_Brand & Creative), (Experience & Design)"
Website copy,Oxford Properties,infogr8 Ltd,"(Data_Strategy), (Customer_Data_Platforms), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation)","(Education), (Financial_Services), (Government), (Manufacturing), (Not-for-Profit), (Pharmaceutical), (Professional_Services), (Transportation), (Logistics), (Supply_Chain_and_Storage)",The visual data storytellers,The visual data storytellers,"(Research_&_Insight), (Creative_&_Production), (Data_Visualisation)","(Information_design), (Data_journalism)",The visual data storytellers,"Music,Ed Tech,Health,Sustainability,Gold",United Kingdom,united kingdom,Started,Reed Words,3,1.0,0,1.0,0,0,0,0,0,0,0.0232558139534883,0,0,0,0,1,0,0,0,"(Copywriting), (Proposition_Design)","(Advertising_Brand & Creative), (Experience & Design)"
Website copy,Oxford Properties,Catch the Sun Communications,"(Copywriting), (Editing)","(Administrative_and_Support_Services), (Automotive), (Construction), (Education), (Entertainment), (Financial_Services), (Government), (Healthcare), (Hospitality), (Industry_Associations), (Not-for-Profit), (Oil), (Gas), (and_Mining), (Pharmaceutical), (Professional_Services), (Technology), (Information_and_Media), (Telecommunications), (Travel_and_Tourism)","Copywriting. Editing. Proofreading. Around the world, around the clock.","Copywriting. Editing. Proofreading. Around the world, around the clock.","(Creative_&_Production), (Social_&_Content), (Digital_Marketing)","(Copywriting), (editing_and_proofreading)",,,"Australia, United Kingdom",united kingdom,Started,Reed Words,3,1.0,0,0.0,0,1,0,0,0,0,0.2325581395348837,0,0,0,0,1,0,0,0,"(Copywriting), (Proposition_Design)","(Advertising_Brand & Creative), (Experience & Design)"
Data Visualisation,Oxford Properties,NMD+,,,,,,,,,United Kingdom,united kingdom,Archived,infogr8 Ltd,2,1.0,0,0.0,0,0,0,1,1,0,0.2790697674418604,0,0,0,0,1,0,0,0,(Data_Visualisation),(Data_Insight & Research)
Data Visualisation,Oxford Properties,infogr8 Ltd,"(Data_Strategy), (Customer_Data_Platforms), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation)","(Education), (Financial_Services), (Government), (Manufacturing), (Not-for-Profit), (Pharmaceutical), (Professional_Services), (Transportation), (Logistics), (Supply_Chain_and_Storage)",The visual data storytellers,The visual data storytellers,"(Research_&_Insight), (Creative_&_Production), (Data_Visualisation)","(Information_design), (Data_journalism)",The visual data storytellers,"Music,Ed Tech,Health,Sustainability,Gold",United Kingdom,united kingdom,Archived,infogr8 Ltd,2,1.0,0,0.0,0,1,0,0,0,0,0.2325581395348837,0,0,0,0,1,0,0,0,(Data_Visualisation),(Data_Insight & Research)
UX Improvement,Portevo,Dark Blue,"(Digital_Strategy), (New_Venture_Strategy), (Brand_Design), (UX_/_UI_Design), (AR_/_VR), (CMS_/_DXP), (eCommerce_&_Marketplaces), (Mobile_App_Development), (Software_Development), (Web_Development)","(Financial_Services), (Healthcare), (Hospitality), (Retail), (Travel_and_Tourism), (Start-up)","We plan, design and build digital projects for brands, agencies and start-ups","We plan, design and build digital projects for brands, agencies and start-ups","(Creative_&_Production), (UX/UI_Design), (Software_Development)",(Web_Development),,,United Kingdom,united kingdom,Brief Abandoned,unknown,3,1.0,0,0.0,1,1,0,0,1,0,0.4651162790697674,0,0,0,0,0,0,1,0,(User_Experience/User_Interface_Design),(Experience & Design)
UX Improvement,Portevo,Bridge Studio,,,We build brands and experiences for organisations that want to make a positive impact on the world.,"UX design, workshops and branding","(UX/UI_Design), (Brand_Strategy)","(Branding), (Workshops)",,,United Kingdom,united kingdom,Brief Abandoned,unknown,3,1.0,0,0.0,1,1,0,0,1,0,0.4651162790697674,0,0,0,0,0,0,1,0,(User_Experience/User_Interface_Design),(Experience & Design)
UX Improvement,Portevo,Solution17,"(Graphic_Design), (eCommerce_&_Marketplaces), (Mobile_App_Development), (Software_Development), (Web_Development), (Digital_Campaign_Development), (Social_Media), (SEO_/_SEM)",(B2B),A family of specialists building awesome digital experiences.,A family of specialists building awesome digital experiences.,"(UX/UI_Design), (Software_Development), (Marketing_Planning)",(Digital_Experiences),Making IT Simple,,United Kingdom,united kingdom,Brief Abandoned,unknown,3,1.0,0,0.0,1,1,0,0,1,0,0.4651162790697674,0,0,0,0,0,0,1,0,(User_Experience/User_Interface_Design),(Experience & Design)
Vehicle health product,Protective Life,Matic Digital,"(Business_Strategy), (Digital_Strategy), (Experience_Strategy), (Growth_&_Innovation_Strategy), (Loyalty_Strategy), (New_Venture_Strategy), (Product_Strategy), (Dashboarding_&_Measurement), (Data_Analytics), (Data_Visualisation), (Brand_Design), (Customer_Experience_Design), (Graphic_Design), (Service_Design), (UX_/_UI_Design), (CMS_/_DXP), (CRM_Implementation), (eCommerce_&_Marketplaces), (MarTech_Implementation), (Mobile_App_Development), (Software_Development), (Web_Development), (Brand_Strategy), (Creative_Production), (Digital_Campaign_Development), (Copywriting), (Digital_Performance_Marketing), (Experiential_Marketing), (SEO_/_SEM), (Change_Management), (Employee_Experience), (EVP_/_Employer_Branding), (Learning_&_Development), (Purpose), (Values_&_Culture)","(Alcoholic_Beverages), (Automotive), (Construction), (Education), (Entertainment), (Fashion), (Financial_Services), (Food_and_Beverage_Services), (Government), (Healthcare), (Hospitality), (Not-for-Profit), (Pharmaceutical), (Professional_Services), (QSR_(Quick_Service_Restaurant)), (Retail), (Technology), (Information_and_Media), (Travel_and_Tourism), (Scale-up), (Start-up)",A Digital Transformation + Brand + Teams agency.,A Digital Transformation + Brand + Teams agency.,"(Research_&_Insight), (UX/UI_Design), (Software_Development)",(Team_Pairing),,,United States,united states,Contracting,Matic Digital,2,1.0,0,0.0,0,1,1,1,1,0,0.7441860465116279,0,0,0,0,0,0,0,0,(Media_Strategy_&_Planning),(Media_Public Relations & Events)
Vehicle health product,Protective Life,Josephmark,"(Customer_Strategy), (Growth_&_Innovation_Strategy), (Product_Strategy), (Brand_Design), (Graphic_Design), (UX_&_UI_Design), (Mobile_App_Development), (Web_Development), (Brand_Strategy), (Creative_Production), (Social_Media), (Video_Production)",(B2B),"We are a brand, digital product and venture studio that creates  and defines businesses through cutting-edge strategy, design, and technology.","We are a brand, digital product and venture studio that creates  and defines businesses through cutting-edge strategy, design, and technology.","(Brand_Strategy), (Creative_&_Production), (UX/UI_Design)",(Website_design_and_development;_Rapid_prototyping;_Experience_design;_AR_&_VR;_Voice_design_and_games;_Venture_Strategy),,,"Australia, United Kingdom, United States",united states,Contracting,Matic Digital,2,1.0,0,0.0,0,1,1,0,0,0,0.4651162790697674,0,0,0,0,0,0,0,0,(Media_Strategy_&_Planning),(Media_Public Relations & Events)
